Year,NOC,strong_point,hhi,award_rate,host,participate_num,history_performance
1896,FIJ,0,0.0,0.0,GRE,0,0.0
1900,FIJ,0,0.0,0.0,FRA,0,0.0
1904,FIJ,0,0.0,0.0,USA,0,0.0
1908,FIJ,0,0.0,0.0,GBR,0,0.0
1912,FIJ,0,0.0,0.0,SWE,0,0.0
1920,FIJ,0,0.0,0.0,BEL,0,0.0
1924,FIJ,0,0.0,0.0,FRA,0,0.0
1928,FIJ,0,0.0,0.0,NED,0,0.0
1932,FIJ,0,0.0,0.0,USA,0,0.0
1936,FIJ,0,0.0,0.0,GER,0,0.0
1948,FIJ,0,0.0,0.0,GBR,0,0.0
1952,FIJ,0,0.0,0.0,FIN,0,0.0
1956,FIJ,0,0.0,0.0,AUS,5,0.0
1960,FIJ,0,0.0,0.0,ITA,2,0.0
1964,FIJ,0,0.0,0.0,JPN,0,0.0
1968,FIJ,0,0.0,0.0,MEX,1,0.0
1972,FIJ,0,0.0,0.0,FRG,2,0.0
1976,FIJ,0,0.0,0.0,CAN,2,0.0
1980,FIJ,0,0.0,0.0,URS,0,0.0
1984,FIJ,0,0.0,0.0,USA,14,0.0
1988,FIJ,0,0.0,0.0,KOR,23,0.0
1992,FIJ,0,0.0,0.0,ESP,18,0.0
1996,FIJ,0,0.0,0.0,USA,17,0.0
2000,FIJ,0,0.0,0.0,AUS,7,0.0
2004,FIJ,0,0.0,0.0,GRE,8,0.0
2008,FIJ,0,0.0,0.0,CHN,6,0.0
2012,FIJ,0,0.0,0.0,GBR,9,0.0
2016,FIJ,1,1.0,0.018867924528301886,BRA,53,0.3333333333333333
2020,FIJ,1,1.0,0.0625,JPN,32,1.0
2024,FIJ,1,1.0,0.027777777777777776,FRA,36,1.3333333333333333
1896,FIN,0,0.0,0.0,GRE,0,0.0
1900,FIN,0,0.0,0.0,FRA,0,0.0
1904,FIN,0,0.0,0.0,USA,0,0.0
1908,FIN,3,0.44,0.03225806451612903,GBR,62,0.6666666666666666
1912,FIN,3,0.3431952662721893,0.09146341463414634,SWE,164,6.333333333333333
1920,FIN,3,0.3581314878892734,0.25396825396825395,BEL,63,12.333333333333334
1924,FIN,3,0.4054054054054055,0.1322314049586777,FRA,121,17.666666666666668
1928,FIN,2,0.4464,0.2028985507246377,NED,69,16.666666666666668
1932,FIN,3,0.3376,0.225,USA,40,14.0
1936,FIN,3,0.355,0.06481481481481481,GER,108,10.333333333333334
1948,FIN,3,0.22314049586776857,0.09302325581395349,GBR,129,11.666666666666666
1952,FIN,3,0.17768595041322313,0.06201550387596899,FIN,258,14.333333333333334
1956,FIN,3,0.18222222222222223,0.15492957746478872,AUS,71,15.666666666666666
1960,FIN,3,0.20000000000000004,0.02564102564102564,ITA,117,10.666666666666666
1964,FIN,3,0.28,0.02247191011235955,JPN,89,5.333333333333333
1968,FIN,3,0.25,0.045454545454545456,MEX,66,2.6666666666666665
1972,FIN,3,0.3125,0.041666666666666664,FRG,96,3.0
1976,FIN,3,0.5,0.03614457831325301,CAN,83,3.3333333333333335
1980,FIN,3,0.21875,0.05714285714285714,URS,105,4.333333333333333
1984,FIN,3,0.2222222222222222,0.10465116279069768,USA,86,6.0
1988,FIN,3,0.5,0.0,KOR,78,5.0
1992,FIN,3,0.20000000000000004,0.04597701149425287,ESP,87,4.333333333333333
1996,FIN,3,0.375,0.039473684210526314,USA,76,2.3333333333333335
2000,FIN,3,0.25,0.04285714285714286,AUS,70,3.3333333333333335
2004,FIN,3,0.5,0.018867924528301886,GRE,53,2.3333333333333335
2008,FIN,3,0.375,0.05263157894736842,CHN,57,2.3333333333333335
2012,FIN,3,0.5555555555555556,0.03571428571428571,GBR,56,2.0
2016,FIN,3,1.0,0.018518518518518517,BRA,54,2.0
2020,FIN,3,0.5,0.044444444444444446,JPN,45,1.6666666666666667
2024,FIN,3,0.0,0.0,FRA,57,1.0
1896,FRA,3,0.40495867768595034,0.3333333333333333,GRE,12,6.0
1900,FRA,3,0.09496347558631296,0.1048951048951049,FRA,715,46.0
1904,FRA,2,1.0,1.0,USA,1,31.0
1908,FRA,3,0.16897506925207756,0.0625,GBR,208,34.0
1912,FRA,2,0.2,0.06722689075630252,SWE,119,9.333333333333334
1920,FRA,3,0.10090702947845803,0.0756578947368421,BEL,304,19.0
1924,FRA,2,0.09625,0.05486284289276808,FRA,401,21.666666666666668
1928,FRA,2,0.12320000000000002,0.06666666666666667,NED,255,23.666666666666668
1932,FRA,2,0.13,0.08737864077669903,USA,103,16.666666666666668
1936,FRA,2,0.1966759002770083,0.03980099502487562,GER,201,11.666666666666666
1948,FRA,3,0.1484375,0.07278481012658228,GBR,316,14.0
1952,FRA,3,0.12962962962962962,0.04081632653061224,FIN,245,14.333333333333334
1956,FRA,3,0.20408163265306123,0.05517241379310345,AUS,145,14.333333333333334
1960,FRA,3,0.28,0.004201680672268907,ITA,238,6.333333333333333
1964,FRA,3,0.18222222222222223,0.043478260869565216,JPN,138,5.0
1968,FRA,3,0.19111111111111112,0.035,MEX,200,5.0
1972,FRA,3,0.1715976331360947,0.02643171806167401,FRG,227,6.666666666666667
1976,FRA,3,0.18518518518518517,0.014563106796116505,CAN,206,5.666666666666667
1980,FRA,3,0.29591836734693877,0.049586776859504134,URS,121,5.0
1984,FRA,3,0.1326530612244898,0.07563025210084033,USA,238,9.333333333333334
1988,FRA,3,0.1328125,0.03759398496240601,KOR,266,11.666666666666666
1992,FRA,3,0.1343638525564804,0.061946902654867256,ESP,339,16.666666666666668
1996,FRA,3,0.15558802045288533,0.07023411371237458,USA,299,18.333333333333332
2000,FRA,3,0.11911357340720216,0.06845238095238096,AUS,336,22.666666666666668
2004,FRA,3,0.1056014692378329,0.06818181818181818,GRE,308,23.333333333333332
2008,FRA,3,0.0874479476502082,0.08737864077669903,CHN,309,25.0
2012,FRA,3,0.11836734693877551,0.06172839506172839,GBR,324,24.666666666666668
2016,FRA,3,0.08956916099773242,0.07397959183673469,BRA,392,26.666666666666668
2020,FRA,2,0.11294765840220387,0.08080808080808081,JPN,396,28.0
2024,FRA,2,0.0673828125,0.09816971713810316,FRA,601,41.333333333333336
1896,FRG,0,0.0,0.0,GRE,0,0.0
1900,FRG,0,0.0,0.0,FRA,0,0.0
1904,FRG,0,0.0,0.0,USA,0,0.0
1908,FRG,0,0.0,0.0,GBR,0,0.0
1912,FRG,0,0.0,0.0,SWE,0,0.0
1920,FRG,0,0.0,0.0,BEL,0,0.0
1924,FRG,0,0.0,0.0,FRA,0,0.0
1928,FRG,0,0.0,0.0,NED,0,0.0
1932,FRG,0,0.0,0.0,USA,0,0.0
1936,FRG,0,0.0,0.0,GER,0,0.0
1948,FRG,0,0.0,0.0,GBR,0,0.0
1952,FRG,0,0.0,0.0,FIN,0,0.0
1956,FRG,0,0.0,0.0,AUS,0,0.0
1960,FRG,0,0.0,0.0,ITA,0,0.0
1964,FRG,0,0.0,0.0,JPN,0,0.0
1968,FRG,3,0.1627218934911243,0.06909090909090909,MEX,275,6.333333333333333
1972,FRG,3,0.13375,0.07311320754716981,FRG,424,17.333333333333332
1976,FRG,3,0.12820512820512822,0.09655172413793103,CAN,290,28.333333333333332
1980,FRG,3,0.0,0.0,URS,0,22.0
1984,FRG,3,0.10428037920137892,0.11311053984575835,USA,389,27.0
1988,FRG,3,0.09625000000000002,0.07492795389048991,KOR,347,25.666666666666668
1992,FRG,3,0.0,0.0,ESP,0,25.666666666666668
1996,FRG,3,0.0,0.0,USA,0,9.666666666666666
2000,FRG,3,0.0,0.0,AUS,0,0.0
2004,FRG,3,0.0,0.0,GRE,0,0.0
2008,FRG,3,0.0,0.0,CHN,0,0.0
2012,FRG,3,0.0,0.0,GBR,0,0.0
2016,FRG,3,0.0,0.0,BRA,0,0.0
2020,FRG,2,0.0,0.0,JPN,0,0.0
2024,FRG,2,0.0,0.0,FRA,0,0.0
1896,FSM,0,0.0,0.0,GRE,0,0.0
1900,FSM,0,0.0,0.0,FRA,0,0.0
1904,FSM,0,0.0,0.0,USA,0,0.0
1908,FSM,0,0.0,0.0,GBR,0,0.0
1912,FSM,0,0.0,0.0,SWE,0,0.0
1920,FSM,0,0.0,0.0,BEL,0,0.0
1924,FSM,0,0.0,0.0,FRA,0,0.0
1928,FSM,0,0.0,0.0,NED,0,0.0
1932,FSM,0,0.0,0.0,USA,0,0.0
1936,FSM,0,0.0,0.0,GER,0,0.0
1948,FSM,0,0.0,0.0,GBR,0,0.0
1952,FSM,0,0.0,0.0,FIN,0,0.0
1956,FSM,0,0.0,0.0,AUS,0,0.0
1960,FSM,0,0.0,0.0,ITA,0,0.0
1964,FSM,0,0.0,0.0,JPN,0,0.0
1968,FSM,0,0.0,0.0,MEX,0,0.0
1972,FSM,0,0.0,0.0,FRG,0,0.0
1976,FSM,0,0.0,0.0,CAN,0,0.0
1980,FSM,0,0.0,0.0,URS,0,0.0
1984,FSM,0,0.0,0.0,USA,0,0.0
1988,FSM,0,0.0,0.0,KOR,0,0.0
1992,FSM,0,0.0,0.0,ESP,0,0.0
1996,FSM,0,0.0,0.0,USA,0,0.0
2000,FSM,0,0.0,0.0,AUS,5,0.0
2004,FSM,0,0.0,0.0,GRE,5,0.0
2008,FSM,0,0.0,0.0,CHN,5,0.0
2012,FSM,0,0.0,0.0,GBR,6,0.0
2016,FSM,0,0.0,0.0,BRA,5,0.0
2020,FSM,0,0.0,0.0,JPN,3,0.0
2024,FSM,0,0.0,0.0,FRA,3,0.0
1896,GAB,0,0.0,0.0,GRE,0,0.0
1900,GAB,0,0.0,0.0,FRA,0,0.0
1904,GAB,0,0.0,0.0,USA,0,0.0
1908,GAB,0,0.0,0.0,GBR,0,0.0
1912,GAB,0,0.0,0.0,SWE,0,0.0
1920,GAB,0,0.0,0.0,BEL,0,0.0
1924,GAB,0,0.0,0.0,FRA,0,0.0
1928,GAB,0,0.0,0.0,NED,0,0.0
1932,GAB,0,0.0,0.0,USA,0,0.0
1936,GAB,0,0.0,0.0,GER,0,0.0
1948,GAB,0,0.0,0.0,GBR,0,0.0
1952,GAB,0,0.0,0.0,FIN,0,0.0
1956,GAB,0,0.0,0.0,AUS,0,0.0
1960,GAB,0,0.0,0.0,ITA,0,0.0
1964,GAB,0,0.0,0.0,JPN,0,0.0
1968,GAB,0,0.0,0.0,MEX,0,0.0
1972,GAB,0,0.0,0.0,FRG,1,0.0
1976,GAB,0,0.0,0.0,CAN,0,0.0
1980,GAB,0,0.0,0.0,URS,0,0.0
1984,GAB,0,0.0,0.0,USA,4,0.0
1988,GAB,0,0.0,0.0,KOR,2,0.0
1992,GAB,0,0.0,0.0,ESP,5,0.0
1996,GAB,0,0.0,0.0,USA,7,0.0
2000,GAB,0,0.0,0.0,AUS,5,0.0
2004,GAB,0,0.0,0.0,GRE,5,0.0
2008,GAB,0,0.0,0.0,CHN,4,0.0
2012,GAB,1,1.0,0.047619047619047616,GBR,21,0.3333333333333333
2016,GAB,1,0.0,0.0,BRA,6,0.3333333333333333
2020,GAB,1,0.0,0.0,JPN,5,0.3333333333333333
2024,GAB,1,0.0,0.0,FRA,5,0.0
1896,GAM,0,0.0,0.0,GRE,0,0.0
1900,GAM,0,0.0,0.0,FRA,0,0.0
1904,GAM,0,0.0,0.0,USA,0,0.0
1908,GAM,0,0.0,0.0,GBR,0,0.0
1912,GAM,0,0.0,0.0,SWE,0,0.0
1920,GAM,0,0.0,0.0,BEL,0,0.0
1924,GAM,0,0.0,0.0,FRA,0,0.0
1928,GAM,0,0.0,0.0,NED,0,0.0
1932,GAM,0,0.0,0.0,USA,0,0.0
1936,GAM,0,0.0,0.0,GER,0,0.0
1948,GAM,0,0.0,0.0,GBR,0,0.0
1952,GAM,0,0.0,0.0,FIN,0,0.0
1956,GAM,0,0.0,0.0,AUS,0,0.0
1960,GAM,0,0.0,0.0,ITA,0,0.0
1964,GAM,0,0.0,0.0,JPN,0,0.0
1968,GAM,0,0.0,0.0,MEX,0,0.0
1972,GAM,0,0.0,0.0,FRG,0,0.0
1976,GAM,0,0.0,0.0,CAN,0,0.0
1980,GAM,0,0.0,0.0,URS,0,0.0
1984,GAM,0,0.0,0.0,USA,10,0.0
1988,GAM,0,0.0,0.0,KOR,6,0.0
1992,GAM,0,0.0,0.0,ESP,5,0.0
1996,GAM,0,0.0,0.0,USA,9,0.0
2000,GAM,0,0.0,0.0,AUS,2,0.0
2004,GAM,0,0.0,0.0,GRE,2,0.0
2008,GAM,0,0.0,0.0,CHN,3,0.0
2012,GAM,0,0.0,0.0,GBR,2,0.0
2016,GAM,0,0.0,0.0,BRA,4,0.0
2020,GAM,0,0.0,0.0,JPN,4,0.0
2024,GAM,0,0.0,0.0,FRA,7,0.0
1896,GBR,3,0.25925925925925924,0.4,GRE,10,6.0
1900,GBR,3,0.14058956916099774,0.2403846153846154,FRA,104,19.5
1904,GBR,2,1.0,0.3333333333333333,USA,6,13.666666666666666
1908,GBR,3,0.0799550100249401,0.13114754098360656,GBR,732,47.666666666666664
1912,GBR,3,0.1445568114217728,0.08058608058608059,SWE,273,45.333333333333336
1920,GBR,3,0.14115738236884803,0.0811965811965812,BEL,234,51.666666666666664
1924,GBR,3,0.15102040816326529,0.06741573033707865,FRA,267,22.666666666666668
1928,GBR,1,0.1652892561983471,0.030303030303030304,NED,231,16.666666666666668
1932,GBR,2,0.273356401384083,0.08411214953271028,USA,107,12.666666666666666
1936,GBR,2,0.3061224489795919,0.02403846153846154,GER,208,7.333333333333333
1948,GBR,2,0.1522633744855967,0.03940886699507389,GBR,406,10.0
1952,GBR,2,0.256198347107438,0.015625,FIN,256,8.333333333333334
1956,GBR,2,0.1840277777777778,0.07106598984771574,AUS,197,11.333333333333334
1960,GBR,2,0.23000000000000004,0.03162055335968379,ITA,253,9.0
1964,GBR,2,0.462962962962963,0.04411764705882353,JPN,204,11.0
1968,GBR,2,0.2307692307692308,0.02666666666666667,MEX,225,8.666666666666666
1972,GBR,2,0.15432098765432098,0.02112676056338028,FRG,284,7.666666666666667
1976,GBR,3,0.14792899408284027,0.04132231404958678,CAN,242,7.666666666666667
1980,GBR,3,0.31519274376417233,0.0547945205479452,URS,219,9.333333333333334
1984,GBR,3,0.2344777209642075,0.06231454005934718,USA,337,14.333333333333334
1988,GBR,3,0.16666666666666666,0.028985507246376812,KOR,345,14.333333333333334
1992,GBR,3,0.16500000000000004,0.026954177897574125,ESP,371,14.0
1996,GBR,3,0.2355555555555556,0.023333333333333334,USA,300,9.333333333333334
2000,GBR,3,0.13010204081632654,0.06796116504854369,AUS,309,13.0
2004,GBR,3,0.1111111111111111,0.06060606060606061,GRE,264,15.0
2008,GBR,3,0.15364583333333337,0.0924092409240924,CHN,303,23.333333333333332
2012,GBR,3,0.09396449704142014,0.07547169811320754,GBR,530,30.666666666666668
2016,GBR,3,0.0826464691468033,0.09722222222222222,BRA,360,39.0
2020,GBR,2,0.06887573964497043,0.14795918367346939,JPN,392,50.0
2024,GBR,2,0.08692365835222977,0.14868804664723032,FRA,343,54.0
1896,GBS,0,0.0,0.0,GRE,0,0.0
1900,GBS,0,0.0,0.0,FRA,0,0.0
1904,GBS,0,0.0,0.0,USA,0,0.0
1908,GBS,0,0.0,0.0,GBR,0,0.0
1912,GBS,0,0.0,0.0,SWE,0,0.0
1920,GBS,0,0.0,0.0,BEL,0,0.0
1924,GBS,0,0.0,0.0,FRA,0,0.0
1928,GBS,0,0.0,0.0,NED,0,0.0
1932,GBS,0,0.0,0.0,USA,0,0.0
1936,GBS,0,0.0,0.0,GER,0,0.0
1948,GBS,0,0.0,0.0,GBR,0,0.0
1952,GBS,0,0.0,0.0,FIN,0,0.0
1956,GBS,0,0.0,0.0,AUS,0,0.0
1960,GBS,0,0.0,0.0,ITA,0,0.0
1964,GBS,0,0.0,0.0,JPN,0,0.0
1968,GBS,0,0.0,0.0,MEX,0,0.0
1972,GBS,0,0.0,0.0,FRG,0,0.0
1976,GBS,0,0.0,0.0,CAN,0,0.0
1980,GBS,0,0.0,0.0,URS,0,0.0
1984,GBS,0,0.0,0.0,USA,0,0.0
1988,GBS,0,0.0,0.0,KOR,0,0.0
1992,GBS,0,0.0,0.0,ESP,0,0.0
1996,GBS,0,0.0,0.0,USA,3,0.0
2000,GBS,0,0.0,0.0,AUS,3,0.0
2004,GBS,0,0.0,0.0,GRE,3,0.0
2008,GBS,0,0.0,0.0,CHN,3,0.0
2012,GBS,0,0.0,0.0,GBR,4,0.0
2016,GBS,0,0.0,0.0,BRA,5,0.0
2020,GBS,0,0.0,0.0,JPN,4,0.0
2024,GBS,0,0.0,0.0,FRA,6,0.0
1896,GDR,0,0.0,0.0,GRE,0,0.0
1900,GDR,0,0.0,0.0,FRA,0,0.0
1904,GDR,0,0.0,0.0,USA,0,0.0
1908,GDR,0,0.0,0.0,GBR,0,0.0
1912,GDR,0,0.0,0.0,SWE,0,0.0
1920,GDR,0,0.0,0.0,BEL,0,0.0
1924,GDR,0,0.0,0.0,FRA,0,0.0
1928,GDR,0,0.0,0.0,NED,0,0.0
1932,GDR,0,0.0,0.0,USA,0,0.0
1936,GDR,0,0.0,0.0,GER,0,0.0
1948,GDR,0,0.0,0.0,GBR,0,0.0
1952,GDR,0,0.0,0.0,FIN,0,0.0
1956,GDR,0,0.0,0.0,AUS,0,0.0
1960,GDR,0,0.0,0.0,ITA,0,0.0
1964,GDR,0,0.0,0.0,JPN,0,0.0
1968,GDR,3,0.17120000000000002,0.06222222222222222,MEX,225,5.0
1972,GDR,3,0.15472910927456382,0.13468013468013468,FRG,297,19.333333333333332
1976,GDR,3,0.17283950617283952,0.1947565543071161,CAN,267,38.666666666666664
1980,GDR,3,0.14285714285714285,0.2023121387283237,URS,346,61.666666666666664
1984,GDR,3,0.0,0.0,USA,0,47.333333333333336
1988,GDR,3,0.1757016532103038,0.23938223938223938,KOR,259,51.666666666666664
1992,GDR,3,0.0,0.0,ESP,0,23.666666666666668
1996,GDR,3,0.0,0.0,USA,0,23.666666666666668
2000,GDR,3,0.0,0.0,AUS,0,0.0
2004,GDR,3,0.0,0.0,GRE,0,0.0
2008,GDR,3,0.0,0.0,CHN,0,0.0
2012,GDR,3,0.0,0.0,GBR,0,0.0
2016,GDR,3,0.0,0.0,BRA,0,0.0
2020,GDR,2,0.0,0.0,JPN,0,0.0
2024,GDR,2,0.0,0.0,FRA,0,0.0
1896,GEO,0,0.0,0.0,GRE,0,0.0
1900,GEO,0,0.0,0.0,FRA,0,0.0
1904,GEO,0,0.0,0.0,USA,0,0.0
1908,GEO,0,0.0,0.0,GBR,0,0.0
1912,GEO,0,0.0,0.0,SWE,0,0.0
1920,GEO,0,0.0,0.0,BEL,0,0.0
1924,GEO,0,0.0,0.0,FRA,0,0.0
1928,GEO,0,0.0,0.0,NED,0,0.0
1932,GEO,0,0.0,0.0,USA,0,0.0
1936,GEO,0,0.0,0.0,GER,0,0.0
1948,GEO,0,0.0,0.0,GBR,0,0.0
1952,GEO,0,0.0,0.0,FIN,0,0.0
1956,GEO,0,0.0,0.0,AUS,0,0.0
1960,GEO,0,0.0,0.0,ITA,0,0.0
1964,GEO,0,0.0,0.0,JPN,0,0.0
1968,GEO,0,0.0,0.0,MEX,0,0.0
1972,GEO,0,0.0,0.0,FRG,0,0.0
1976,GEO,0,0.0,0.0,CAN,0,0.0
1980,GEO,0,0.0,0.0,URS,0,0.0
1984,GEO,0,0.0,0.0,USA,0,0.0
1988,GEO,0,0.0,0.0,KOR,0,0.0
1992,GEO,0,0.0,0.0,ESP,0,0.0
1996,GEO,2,0.5,0.058823529411764705,USA,34,0.6666666666666666
2000,GEO,3,0.3333333333333333,0.1388888888888889,AUS,36,2.3333333333333335
2004,GEO,3,0.375,0.09375,GRE,32,3.3333333333333335
2008,GEO,3,0.5,0.17142857142857143,CHN,35,4.666666666666667
2012,GEO,3,0.7551020408163265,0.11764705882352941,GBR,34,4.333333333333333
2016,GEO,3,0.346938775510204,0.175,BRA,40,5.666666666666667
2020,GEO,3,0.375,0.22857142857142856,JPN,35,6.333333333333333
2024,GEO,3,0.3061224489795918,0.21428571428571427,FRA,28,7.0
1896,GEQ,0,0.0,0.0,GRE,0,0.0
1900,GEQ,0,0.0,0.0,FRA,0,0.0
1904,GEQ,0,0.0,0.0,USA,0,0.0
1908,GEQ,0,0.0,0.0,GBR,0,0.0
1912,GEQ,0,0.0,0.0,SWE,0,0.0
1920,GEQ,0,0.0,0.0,BEL,0,0.0
1924,GEQ,0,0.0,0.0,FRA,0,0.0
1928,GEQ,0,0.0,0.0,NED,0,0.0
1932,GEQ,0,0.0,0.0,USA,0,0.0
1936,GEQ,0,0.0,0.0,GER,0,0.0
1948,GEQ,0,0.0,0.0,GBR,0,0.0
1952,GEQ,0,0.0,0.0,FIN,0,0.0
1956,GEQ,0,0.0,0.0,AUS,0,0.0
1960,GEQ,0,0.0,0.0,ITA,0,0.0
1964,GEQ,0,0.0,0.0,JPN,0,0.0
1968,GEQ,0,0.0,0.0,MEX,0,0.0
1972,GEQ,0,0.0,0.0,FRG,0,0.0
1976,GEQ,0,0.0,0.0,CAN,0,0.0
1980,GEQ,0,0.0,0.0,URS,0,0.0
1984,GEQ,0,0.0,0.0,USA,4,0.0
1988,GEQ,0,0.0,0.0,KOR,6,0.0
1992,GEQ,0,0.0,0.0,ESP,7,0.0
1996,GEQ,0,0.0,0.0,USA,5,0.0
2000,GEQ,0,0.0,0.0,AUS,4,0.0
2004,GEQ,0,0.0,0.0,GRE,2,0.0
2008,GEQ,0,0.0,0.0,CHN,3,0.0
2012,GEQ,0,0.0,0.0,GBR,2,0.0
2016,GEQ,0,0.0,0.0,BRA,1,0.0
2020,GEQ,0,0.0,0.0,JPN,3,0.0
2024,GEQ,0,0.0,0.0,FRA,3,0.0
1896,GER,3,0.5306122448979591,0.3157894736842105,GRE,19,10.0
1900,GER,3,0.21875,0.07894736842105263,FRA,76,8.5
1904,GER,3,0.296875,0.3181818181818182,USA,22,10.0
1908,GER,3,0.1597633136094675,0.0975609756097561,GBR,82,9.666666666666666
1912,GER,3,0.15384615384615385,0.08108108108108109,SWE,185,13.0
1920,GER,3,0.0,0.0,BEL,0,8.666666666666666
1924,GER,3,0.0,0.0,FRA,0,5.666666666666667
1928,GER,3,0.1334648257725181,0.08191126279863481,NED,293,8.333333333333334
1932,GER,3,0.1388888888888889,0.14482758620689656,USA,145,15.333333333333334
1936,GER,3,0.08577590432310558,0.15242494226327943,GER,433,38.666666666666664
1948,GER,3,0.0,0.0,GBR,0,30.333333333333332
1952,GER,3,0.17708333333333331,0.06341463414634146,FIN,205,28.333333333333332
1956,GER,3,0.1686390532544379,0.07784431137724551,AUS,167,9.333333333333334
1960,GER,3,0.14739229024943312,0.07508532423208192,ITA,293,17.666666666666668
1964,GER,3,0.10160000000000002,0.0771513353115727,JPN,337,21.333333333333332
1968,GER,3,0.0,0.0,MEX,0,17.0
1972,GER,3,0.0,0.0,FRG,0,8.666666666666666
1976,GER,3,0.0,0.0,CAN,0,0.0
1980,GER,3,0.0,0.0,URS,0,0.0
1984,GER,3,0.0,0.0,USA,0,0.0
1988,GER,3,0.0,0.0,KOR,0,0.0
1992,GER,3,0.08953004164187985,0.12526997840172785,ESP,463,20.333333333333332
1996,GER,3,0.09349112426035502,0.06896551724137931,USA,464,32.0
2000,GER,3,0.09566326530612246,0.07109004739336493,AUS,422,42.666666666666664
2004,GER,3,0.09287796751353602,0.05668934240362812,GRE,441,31.0
2008,GER,3,0.08863771564544913,0.06428571428571428,CHN,420,29.0
2012,GER,3,0.11673553719008263,0.0783289817232376,GBR,383,29.0
2016,GER,3,0.08390022675736959,0.05980861244019139,BRA,418,29.0
2020,GER,2,0.0737764791818846,0.08674698795180723,JPN,415,31.666666666666668
2024,GER,2,0.08636836628511967,0.05470459518599562,FRA,457,29.666666666666668
1896,GHA,0,0.0,0.0,GRE,0,0.0
1900,GHA,0,0.0,0.0,FRA,0,0.0
1904,GHA,0,0.0,0.0,USA,0,0.0
1908,GHA,0,0.0,0.0,GBR,0,0.0
1912,GHA,0,0.0,0.0,SWE,0,0.0
1920,GHA,0,0.0,0.0,BEL,0,0.0
1924,GHA,0,0.0,0.0,FRA,0,0.0
1928,GHA,0,0.0,0.0,NED,0,0.0
1932,GHA,0,0.0,0.0,USA,0,0.0
1936,GHA,0,0.0,0.0,GER,0,0.0
1948,GHA,0,0.0,0.0,GBR,0,0.0
1952,GHA,0,0.0,0.0,FIN,7,0.0
1956,GHA,0,0.0,0.0,AUS,0,0.0
1960,GHA,1,1.0,0.07692307692307693,ITA,13,0.3333333333333333
1964,GHA,1,1.0,0.030303030303030304,JPN,33,0.6666666666666666
1968,GHA,1,0.0,0.0,MEX,31,0.6666666666666666
1972,GHA,1,1.0,0.02857142857142857,FRG,35,0.6666666666666666
1976,GHA,1,0.0,0.0,CAN,0,0.3333333333333333
1980,GHA,1,0.0,0.0,URS,0,0.3333333333333333
1984,GHA,1,0.0,0.0,USA,21,0.0
1988,GHA,1,0.0,0.0,KOR,16,0.0
1992,GHA,2,1.0,0.029411764705882353,ESP,34,0.3333333333333333
1996,GHA,2,0.0,0.0,USA,35,0.3333333333333333
2000,GHA,2,0.0,0.0,AUS,22,0.3333333333333333
2004,GHA,2,0.0,0.0,GRE,26,0.0
2008,GHA,2,0.0,0.0,CHN,9,0.0
2012,GHA,2,0.0,0.0,GBR,7,0.0
2016,GHA,2,0.0,0.0,BRA,13,0.0
2020,GHA,2,1.0,0.07142857142857142,JPN,14,0.3333333333333333
2024,GHA,2,0.0,0.0,FRA,9,0.3333333333333333
1896,GRE,3,0.14049586776859507,0.37254901960784315,GRE,102,43.0
1900,GRE,3,0.0,0.0,FRA,3,21.5
1904,GRE,2,0.5,0.14285714285714285,USA,14,15.0
1908,GRE,3,0.625,0.15,GBR,20,2.0
1912,GRE,3,1.0,0.045454545454545456,SWE,22,2.6666666666666665
1920,GRE,3,1.0,0.02127659574468085,BEL,47,2.3333333333333335
1924,GRE,3,1.0,0.02564102564102564,FRA,39,1.3333333333333333
1928,GRE,2,0.0,0.0,NED,23,0.6666666666666666
1932,GRE,3,0.0,0.0,USA,10,0.3333333333333333
1936,GRE,3,0.0,0.0,GER,41,0.0
1948,GRE,3,0.0,0.0,GBR,61,0.0
1952,GRE,3,0.0,0.0,FIN,48,0.0
1956,GRE,3,1.0,0.0,AUS,13,0.0
1960,GRE,3,1.0,0.020833333333333332,ITA,48,0.3333333333333333
1964,GRE,3,0.0,0.0,JPN,18,0.3333333333333333
1968,GRE,3,1.0,0.022727272727272728,MEX,44,0.6666666666666666
1972,GRE,3,0.5,0.03333333333333333,FRG,60,1.0
1976,GRE,3,0.0,0.0,CAN,36,1.0
1980,GRE,3,0.5555555555555556,0.07317073170731707,URS,41,1.6666666666666667
1984,GRE,3,1.0,0.031746031746031744,USA,63,1.6666666666666667
1988,GRE,3,1.0,0.0,KOR,56,1.6666666666666667
1992,GRE,3,0.5,0.02857142857142857,ESP,70,1.3333333333333333
1996,GRE,3,0.4375,0.05785123966942149,USA,121,3.0
2000,GRE,3,0.2662721893491124,0.07857142857142857,AUS,140,6.666666666666667
2004,GRE,3,0.15625,0.03286384976525822,GRE,426,10.666666666666666
2008,GRE,3,0.25,0.019736842105263157,CHN,152,9.333333333333334
2012,GRE,3,0.5,0.0196078431372549,GBR,102,6.333333333333333
2016,GRE,3,0.2222222222222222,0.043478260869565216,BRA,92,3.3333333333333335
2020,GRE,3,0.25,0.04878048780487805,JPN,82,3.6666666666666665
2024,GRE,3,0.1875,0.06,FRA,100,5.0
1896,GRN,0,0.0,0.0,GRE,0,0.0
1900,GRN,0,0.0,0.0,FRA,0,0.0
1904,GRN,0,0.0,0.0,USA,0,0.0
1908,GRN,0,0.0,0.0,GBR,0,0.0
